"Year","aou","speciestotal","routeID"
1992,4860,5,12468066
1993,4860,9,12468066
1994,4860,4,12468066
1995,4860,15,12468066
1996,4860,15,12468066
1997,4860,28,12468066
1998,4860,10,12468066
1999,4860,7,12468066
2000,4860,14,12468066
2001,4860,15,12468066
2002,4860,16,12468066
2003,4860,10,12468066
2004,4860,12,12468066
2005,4860,17,12468066
2006,4860,9,12468066
2007,4860,7,12468066
2008,4860,7,12468066
2009,4860,14,12468066
2010,4860,12,12468066
2011,4860,22,12468066
2012,4860,13,12468066
2013,4860,13,12468066
2014,4860,12,12468066
2015,4860,7,12468066
2016,4860,13,12468066
1973,4860,5,12468067
1973,5090,3,12468067
1974,4860,2,12468067
1974,5090,1,12468067
1975,4860,4,12468067
1975,5090,6,12468067
1976,4860,2,12468067
1976,5090,15,12468067
1995,4860,10,12468067
1999,4860,17,12468067
2000,4860,2,12468067
2003,4860,5,12468067
2012,4860,3,12468067
2013,4860,5,12468067
2014,4860,3,12468067
2015,4860,14,12468067
2016,4860,18,12468067
1975,4860,47,12468068
1982,4860,41,12468068
1982,5090,2,12468068
1999,4860,14,12468068
2000,4860,30,12468068
2014,4860,2,12468068
2015,4860,28,12468068
2016,4860,39,12468068
1975,4860,14,12468069
1976,4860,20,12468069
1977,4860,31,12468069
1977,5090,1,12468069
1978,4860,18,12468069
1979,4860,32,12468069
1980,4860,32,12468069
1980,5090,1,12468069
1982,4860,30,12468069
1982,5090,2,12468069
2014,4860,1,12468071
2016,4860,1,12468071
2009,4860,2,12468072
2010,4860,14,12468072
2011,4860,1,12468072
2013,4860,4,12468072
2014,4860,11,12468072
1976,4860,5,12468073
1977,4860,30,12468073
1978,4860,10,12468073
1979,4860,12,12468073
1980,4860,22,12468073
1981,4860,33,12468073
1982,4860,23,12468073
1983,4860,14,12468073
1984,4860,11,12468073
1988,4860,19,12468073
1988,5090,1,12468073
1989,4860,23,12468073
1991,4860,33,12468073
1992,4860,6,12468073
1993,4860,13,12468073
1994,4860,19,12468073
2006,4860,31,12468073
2007,4860,48,12468073
1976,4860,3,12468074
1977,4860,3,12468074
1978,4860,9,12468074
1979,4860,7,12468074
1980,4860,9,12468074
1981,4860,17,12468074
1982,4860,6,12468074
1983,4860,11,12468074
1984,4860,11,12468074
1988,4860,19,12468074
1989,4860,7,12468074
1989,5090,4,12468074
1991,4860,13,12468074
1992,4860,9,12468074
1993,4860,8,12468074
1994,4860,13,12468074
1973,4860,6,12468075
1974,4860,11,12468075
1975,4860,3,12468075
1976,4860,5,12468075
1977,4860,6,12468075
1977,5090,5,12468075
1978,4860,2,12468075
1979,4860,7,12468075
1980,4860,19,12468075
1981,4860,7,12468075
1983,4860,7,12468075
2009,4860,6,12468076
2010,4860,5,12468076
2011,4860,8,12468076
2012,4860,6,12468076
2013,4860,9,12468076
2014,4860,8,12468076
2016,4860,7,12468076
1974,4860,4,12468077
1975,4860,10,12468077
1976,4860,1,12468077
1977,4860,2,12468077
1977,5090,2,12468077
1980,4860,1,12468077
1981,4860,3,12468077
1982,4860,2,12468077
1983,4860,3,12468077
1985,4860,3,12468077
1986,4860,8,12468077
2006,4860,7,12468077
2007,4860,6,12468077
1976,4860,14,12468078
1977,4860,12,12468078
1978,4860,26,12468078
1979,4860,20,12468078
1980,4860,21,12468078
1985,4860,24,12468078
1986,4860,17,12468078
1987,4860,12,12468078
1989,4860,21,12468078
1990,4860,29,12468078
1991,4860,28,12468078
1992,4860,14,12468078
1993,4860,32,12468078
1994,4860,14,12468078
1995,4860,9,12468078
1996,4860,19,12468078
1997,4860,24,12468078
1998,4860,23,12468078
1999,4860,22,12468078
2000,4860,14,12468078
2002,4860,13,12468078
2003,4860,15,12468078
2004,4860,16,12468078
2009,4860,12,12468078
2010,4860,20,12468078
2015,4860,5,12468078
2015,5090,2,12468078
2010,4860,10,12468079
2011,4860,9,12468079
2012,4860,12,12468079
2013,4860,8,12468079
2014,4860,10,12468079
2015,4860,11,12468079
2016,4860,8,12468079
2016,5090,1,12468079
1977,4860,4,12468080
1978,4860,15,12468080
1978,5090,1,12468080
1979,4860,6,12468080
1980,4860,16,12468080
1981,4860,7,12468080
1981,5090,2,12468080
1983,4860,2,12468080
1984,4860,12,12468080
1985,4860,12,12468080
2008,4860,18,12468080
2009,4860,11,12468080
2011,4860,17,12468080
2012,4860,12,12468080
2013,4860,8,12468080
2014,4860,16,12468080
2016,4860,12,12468080
2015,4860,3,12468081
2016,4860,10,12468081
2013,4860,16,12468082
2014,4860,5,12468082
2015,4860,5,12468082
2016,4860,5,12468082
1986,4860,2,12468083
1988,4860,2,12468083
1991,4860,5,12468083
1992,4860,3,12468083
1994,4860,2,12468083
1995,4860,3,12468083
1996,4860,3,12468083
1997,4860,8,12468083
1998,4860,4,12468083
1999,4860,2,12468083
2000,4860,4,12468083
2001,4860,3,12468083
2002,4860,3,12468083
2003,4860,4,12468083
2005,4860,5,12468083
2006,4860,2,12468083
2007,4860,8,12468083
2009,4860,3,12468083
2014,4860,4,12468083
2015,4860,1,12468083
2016,4860,5,12468083
2013,4860,8,12468090
2011,4860,15,12468091
2013,4860,1,12468091
2014,4860,3,12468091
2015,4860,5,12468091
2015,5090,1,12468091
2010,4860,4,12468092
2011,4860,9,12468092
2011,5090,1,12468092
2012,4860,15,12468092
2012,5090,1,12468092
2013,4860,4,12468092
2014,4860,2,12468092
2015,4860,6,12468092
2016,4860,3,12468092
1993,4860,2,12468113
2003,4860,2,12468113
2006,4860,2,12468113
2009,4860,3,12468113
2011,4860,1,12468113
2013,4860,3,12468113
2014,4860,3,12468113
2015,4860,4,12468113
2016,4860,1,12468113
2002,4860,3,12468117
2004,4860,1,12468117
2005,4860,2,12468117
2007,4860,1,12468117
2008,4860,8,12468117
2012,4860,1,12468117
2013,4860,4,12468117
2014,4860,5,12468117
2015,4860,10,12468117
2016,4860,3,12468117
2012,4860,1,12468119
1995,4860,6,12468121
2015,4860,5,12468121
2010,4860,1,12468123
2013,4860,7,12468123
2014,4860,2,12468123
2000,4860,8,12468127
2001,4860,4,12468127
2002,4860,2,12468127
2003,4860,11,12468127
2004,4860,12,12468127
2005,4860,3,12468127
2006,4860,8,12468127
2007,4860,6,12468127
2008,4860,6,12468127
2009,4860,4,12468127
2010,4860,4,12468127
2011,4860,7,12468127
2012,4860,9,12468127
2013,4860,3,12468127
2014,4860,12,12468127
2015,4860,3,12468127
1982,4860,4,12468130
1983,4860,6,12468130
1984,4860,6,12468130
1985,4860,13,12468130
1986,4860,4,12468130
1987,4860,6,12468130
1988,4860,3,12468130
1989,4860,9,12468130
1990,4860,10,12468130
1992,4860,7,12468130
2003,4860,38,12468131
2004,4860,43,12468131
2005,4860,16,12468131
2006,4860,52,12468131
2007,4860,35,12468131
2008,4860,27,12468131
2009,4860,22,12468131
2010,4860,12,12468131
2011,4860,27,12468131
2012,4860,7,12468131
2013,4860,20,12468131
2014,4860,32,12468131
2015,4860,44,12468131
2016,4860,35,12468131
2016,4860,16,12468132
2012,4860,3,12468141
2013,4860,3,12468141
2014,4860,6,12468141
2015,4860,1,12468141
2016,4860,3,12468141
1997,4860,5,12468142
1997,5090,1,12468142
2000,4860,1,12468142
2003,4860,1,12468142
2005,4860,1,12468142
2007,4860,1,12468142
2010,4860,1,12468142
2011,4860,3,12468142
2013,4860,2,12468142
1993,4860,10,12468143
1994,4860,17,12468143
1995,4860,19,12468143
1996,4860,10,12468143
1999,4860,11,12468143
2000,4860,8,12468143
2002,4860,4,12468143
2009,4860,25,12468143
2011,4860,17,12468143
2013,4860,18,12468143
2014,4860,12,12468143
2016,4860,14,12468143
2006,4860,6,12468144
2007,4860,5,12468144
2007,5090,4,12468144
2008,4860,3,12468144
2008,5090,3,12468144
2009,4860,7,12468144
2009,5090,5,12468144
2010,4860,9,12468144
2010,5090,2,12468144
2011,4860,5,12468144
2011,5090,4,12468144
2012,4860,7,12468144
2012,5090,1,12468144
2013,4860,4,12468144
2013,5090,1,12468144
2014,4860,10,12468144
2014,5090,5,12468144
2016,4860,4,12468144
2014,4860,7,12468162
2015,4860,10,12468162
2010,4860,4,12468173
2016,4860,15,12468174
2011,5090,1,12468175
2012,4860,2,12468175
2013,4860,3,12468175
2015,4860,6,12468175
2014,4860,9,12468180
2014,5090,2,12468180
2015,4860,9,12468180
2016,4860,2,12468180
2015,4860,12,12468184
2016,4860,4,12468184
2015,4860,4,12468191
2016,4860,4,12468191
2003,4860,2,12468211
2005,4860,1,12468211
2008,4860,4,12468211
2010,4860,2,12468211
2012,4860,2,12468211
2013,4860,2,12468211
2016,4860,2,12468211
1993,4860,1,12468212
1994,4860,6,12468212
1996,4860,3,12468212
1998,4860,3,12468212
2002,4860,2,12468212
2003,4860,2,12468212
1995,4860,1,12468213
1997,4860,2,12468213
2002,4860,2,12468213
2003,4860,2,12468213
2006,4860,3,12468213
2007,4860,4,12468213
2008,4860,2,12468213
2010,4860,1,12468213
2011,4860,6,12468213
2013,4860,3,12468213
2015,4860,2,12468213
2016,4860,2,12468213
2000,4860,1,12468214
2001,4860,1,12468214
2010,4860,2,12468214
2011,4860,1,12468214
2012,4860,1,12468214
2014,4860,2,12468214
2015,4860,4,12468214
2016,4860,3,12468214
1994,4860,3,12468215
1995,4860,11,12468215
1996,4860,3,12468215
1997,4860,1,12468215
1998,4860,4,12468215
1999,4860,14,12468215
2003,4860,1,12468215
2004,4860,3,12468215
2004,5090,1,12468215
2006,4860,9,12468215
2008,4860,11,12468215
2009,4860,8,12468215
2010,4860,8,12468215
2011,4860,8,12468215
2012,4860,10,12468215
2013,4860,6,12468215
2015,4860,5,12468215
2016,4860,4,12468215
2009,4860,1,12468216
2012,4860,1,12468216
2013,4860,6,12468216
2014,4860,1,12468216
2015,4860,1,12468216
2016,4860,2,12468216
1995,4860,2,12468217
1996,4860,11,12468217
1997,4860,1,12468217
1999,4860,3,12468217
2001,4860,12,12468217
2002,4860,1,12468217
2004,4860,10,12468217
2006,4860,5,12468217
2009,4860,1,12468217
2010,4860,2,12468217
2012,4860,1,12468217
2013,4860,7,12468217
2015,4860,3,12468217
2016,4860,1,12468217
1999,4860,2,12468218
2000,4860,4,12468218
2001,4860,2,12468218
2002,4860,7,12468218
2003,4860,2,12468218
2004,4860,1,12468218
2005,4860,8,12468218
2006,4860,2,12468218
2007,4860,1,12468218
2008,4860,5,12468218
2010,4860,1,12468218
2011,4860,4,12468218
2013,5090,1,12468218
2014,4860,2,12468218
2015,4860,2,12468218
2016,4860,1,12468218
2002,4860,1,12468220
2008,4860,14,12468220
2009,4860,7,12468220
2010,4860,1,12468220
2012,4860,4,12468220
2015,4860,1,12468220
2014,4860,1,12468222
2015,4860,2,12468222
2016,4860,2,12468222
2006,4860,1,12468223
2007,4860,1,12468223
2008,4860,1,12468223
2009,4860,1,12468223
2010,4860,4,12468223
2013,4860,1,12468223
2014,4860,1,12468223
2015,4860,4,12468223
2016,4860,8,12468223
2006,4860,2,12468224
2008,4860,2,12468224
2013,4860,2,12468224
2014,4860,1,12468224
2015,4860,5,12468224
2016,4860,10,12468224
2004,4860,1,12468225
2005,4860,3,12468225
2006,4860,5,12468225
2007,4860,1,12468225
2008,4860,1,12468225
2009,4860,2,12468225
2010,4860,4,12468225
2011,4860,1,12468225
2012,4860,5,12468225
2013,4860,1,12468225
2014,4860,5,12468225
2015,4860,1,12468225
2016,4860,3,12468225
1995,4860,3,12468226
1997,4860,11,12468226
1998,4860,8,12468226
1999,4860,4,12468226
2000,4860,3,12468226
2001,4860,1,12468226
2002,4860,5,12468226
2004,4860,7,12468226
2005,4860,8,12468226
2006,4860,7,12468226
2007,4860,5,12468226
2008,4860,1,12468226
2009,4860,2,12468226
2011,4860,1,12468226
1993,4860,12,12468228
1994,4860,20,12468228
1995,4860,18,12468228
1996,4860,7,12468228
2006,4860,7,12468228
2007,4860,7,12468228
2008,4860,19,12468228
2009,4860,15,12468228
2010,4860,5,12468228
2011,4860,1,12468228
2012,4860,12,12468228
2013,4860,14,12468228
2014,4860,19,12468228
2015,4860,3,12468228
2016,4860,10,12468228
2000,4860,24,12468231
2001,4860,15,12468231
2002,4860,8,12468231
2003,4860,13,12468231
2004,4860,6,12468231
2005,4860,27,12468231
2006,4860,13,12468231
2007,4860,15,12468231
2008,4860,16,12468231
2009,4860,5,12468231
1996,4860,20,12468232
2015,4860,12,12468232
2016,4860,18,12468232
2006,4860,4,12468233
2007,4860,6,12468233
2008,4860,8,12468233
2009,4860,2,12468233
2010,4860,13,12468233
2011,4860,7,12468233
2012,4860,6,12468233
2014,4860,6,12468233
2015,4860,7,12468233
2016,4860,11,12468233
2016,5090,1,12468233
1995,4860,8,12468236
1995,4860,4,12468238
1996,4860,6,12468238
1997,4860,2,12468238
1998,4860,4,12468238
1999,4860,7,12468238
2000,4860,12,12468238
2001,4860,13,12468238
2002,4860,2,12468238
2006,4860,7,12468238
2007,4860,12,12468238
2008,4860,3,12468238
2009,4860,5,12468238
2010,4860,12,12468238
2011,4860,8,12468238
2012,4860,14,12468238
2013,4860,3,12468238
2014,4860,4,12468238
2015,4860,1,12468238
2016,4860,5,12468238
1999,4860,1,12468241
2000,4860,8,12468241
2001,4860,28,12468241
2002,4860,20,12468241
2003,4860,19,12468241
2004,4860,33,12468241
2005,4860,39,12468241
2007,4860,38,12468241
1992,4860,1,12468242
1994,4860,27,12468242
1995,4860,24,12468242
1996,4860,23,12468242
1997,4860,78,12468242
1998,4860,25,12468242
1999,4860,28,12468242
1999,5090,20,12468242
2001,4860,22,12468242
2001,5090,1,12468242
2002,4860,13,12468242
2003,4860,10,12468242
2004,4860,9,12468242
2005,4860,8,12468242
2006,4860,8,12468242
2007,4860,19,12468242
2008,4860,19,12468242
2009,4860,2,12468242
2010,4860,32,12468242
2011,4860,21,12468242
2012,4860,13,12468242
2013,4860,1,12468242
2014,4860,11,12468242
2015,4860,11,12468242
1992,4860,6,12468243
1993,4860,8,12468243
1995,4860,3,12468243
1992,4860,3,12468244
1994,4860,22,12468244
2006,4860,5,12468244
2007,4860,9,12468244
2009,4860,13,12468244
2010,4860,5,12468244
2013,4860,20,12468244
2009,4860,12,12468245
2010,4860,18,12468245
2011,4860,15,12468245
2012,4860,24,12468245
2013,4860,9,12468245
2014,4860,14,12468245
2015,4860,13,12468245
2008,4860,18,12468247
2009,4860,14,12468247
2011,4860,15,12468247
2012,4860,5,12468247
2014,4860,19,12468247
2016,4860,12,12468247
2007,4860,32,12468248
2008,4860,19,12468248
2009,4860,3,12468248
2010,4860,21,12468248
2011,4860,13,12468248
2012,4860,13,12468248
2013,4860,43,12468248
2014,4860,11,12468248
2015,4860,33,12468248
2016,4860,25,12468248
2016,4860,13,12468249
1992,4860,4,12468250
2011,4860,4,12468250
2013,4860,6,12468250
2014,4860,1,12468250
2015,4860,1,12468250
2016,4860,1,12468250
1994,4860,3,12468251
1995,4860,25,12468251
1995,5090,2,12468251
1996,4860,4,12468251
1997,4860,5,12468251
1998,4860,22,12468251
1999,4860,29,12468251
2000,4860,17,12468251
2003,4860,20,12468251
2004,4860,12,12468251
2005,4860,26,12468251
2006,4860,25,12468251
2007,4860,14,12468251
2008,4860,10,12468251
2009,4860,24,12468251
2010,4860,18,12468251
2011,4860,12,12468251
2012,4860,18,12468251
2013,4860,9,12468251
2014,4860,22,12468251
2015,4860,8,12468251
2016,4860,9,12468251
1992,4860,3,12468252
1993,4860,13,12468252
1994,4860,4,12468252
1995,4860,10,12468252
1996,4860,4,12468252
1997,4860,5,12468252
1998,4860,1,12468252
1999,4860,14,12468252
2001,4860,12,12468252
2002,4860,3,12468252
2003,4860,9,12468252
2007,4860,7,12468252
2008,4860,7,12468252
2009,4860,13,12468252
2010,4860,4,12468252
2011,4860,7,12468252
2012,4860,17,12468252
2013,4860,6,12468252
2014,4860,5,12468252
2015,4860,6,12468252
2016,4860,13,12468252
2001,4860,12,12468253
2004,4860,17,12468253
2006,4860,10,12468253
2007,4860,12,12468253
1996,4860,18,12468254
1996,5090,2,12468254
1998,4860,9,12468254
1998,5090,1,12468254
2006,4860,9,12468255
2007,4860,10,12468255
2011,4860,8,12468255
2015,4860,14,12468255
2006,4860,7,12468256
2007,4860,15,12468256
2008,4860,20,12468256
2009,4860,10,12468256
2010,4860,5,12468256
2012,4860,7,12468256
2014,4860,8,12468256
2015,4860,14,12468256
2016,4860,7,12468256
1996,4860,23,12468257
1998,4860,14,12468257
2001,4860,6,12468257
2002,4860,2,12468257
2003,4860,2,12468257
2004,4860,4,12468257
2010,4860,7,12468258
2011,4860,8,12468258
2012,4860,8,12468258
2010,4860,104,12468259
2011,4860,80,12468259
2011,5090,1,12468259
2012,4860,214,12468259
2013,4860,45,12468259
2014,4860,65,12468259
2015,4860,47,12468259
2016,4860,73,12468259
2003,4860,13,12468260
2013,4860,2,12468260
2014,4860,5,12468260
2015,4860,12,12468260
2016,4860,9,12468260
2006,4860,15,12468261
2005,4860,1,12468262
2013,4860,2,12468263
2014,4860,6,12468263
2015,4860,6,12468263
2016,4860,4,12468263
1992,4860,15,12468264
2006,4860,5,12468264
2008,4860,14,12468264
2015,4860,4,12468264
2016,4860,2,12468264
2009,4860,15,12468265
2010,4860,4,12468265
2011,4860,12,12468265
2012,4860,13,12468265
2013,4860,8,12468265
2014,4860,6,12468265
2015,4860,6,12468265
2016,4860,17,12468265
1999,4860,27,12468268
2000,4860,27,12468268
2001,4860,5,12468268
2003,4860,17,12468268
2012,4860,10,12468268
2013,4860,21,12468268
2014,4860,2,12468268
2015,4860,10,12468268
2016,4860,17,12468268
2015,4860,1,12468270
2009,4860,5,12468271
2010,4860,13,12468271
2011,4860,17,12468271
2012,4860,12,12468271
2013,4860,1,12468271
2014,4860,8,12468271
2015,4860,12,12468271
2006,4860,16,12468274
2007,4860,4,12468274
2008,4860,2,12468274
2009,4860,4,12468274
2010,4860,5,12468274
2011,4860,8,12468274
2012,4860,19,12468274
2013,4860,11,12468274
2014,4860,10,12468274
2015,4860,7,12468274
2016,4860,8,12468274
2010,4860,9,12468275
2011,4860,2,12468275
2012,4860,4,12468275
2013,4860,5,12468275
2014,4860,1,12468275
2015,4860,7,12468275
2016,4860,4,12468275
2004,4860,3,12468277
2006,4860,16,12468277
2007,4860,13,12468277
2009,4860,9,12468277
2010,4860,25,12468277
2012,4860,15,12468277
2015,4860,17,12468277
2015,5090,2,12468277
2006,4860,19,12468278
2007,4860,20,12468278
2008,4860,26,12468278
2009,4860,9,12468278
2010,4860,7,12468278
2011,4860,15,12468278
2012,4860,8,12468278
2013,4860,14,12468278
2014,4860,14,12468278
1999,4860,1,12468279
2003,4860,2,12468279
2009,4860,7,12468280
2009,4860,17,12468281
2009,5090,1,12468281
2010,4860,17,12468281
2011,4860,30,12468281
2001,4860,14,12468282
2009,4860,13,12468282
2010,4860,10,12468282
2011,4860,17,12468282
2001,4860,15,12468283
2009,4860,8,12468284
2010,4860,11,12468284
2011,4860,16,12468284
2012,4860,11,12468284
2013,4860,17,12468284
2014,4860,2,12468284
2015,4860,7,12468284
2016,4860,10,12468284
2010,4860,8,12468285
2011,4860,2,12468285
2012,4860,1,12468285
2013,4860,5,12468285
2010,4860,4,12468286
2011,4860,4,12468286
2012,4860,5,12468286
2013,4860,1,12468286
2014,4860,1,12468286
2015,4860,1,12468286
2016,4860,3,12468286
2010,4860,9,12468289
2011,4860,16,12468289
2012,4860,4,12468289
2013,4860,7,12468289
2014,4860,10,12468289
2015,4860,11,12468289
2010,4860,6,12468290
2011,4860,2,12468290
2012,4860,1,12468290
2013,4860,2,12468290
2014,4860,12,12468290
2015,4860,4,12468290
1992,4860,4,12468291
2016,4860,4,12468291
2006,4860,7,12468292
2007,4860,16,12468292
2009,4860,13,12468292
2010,4860,10,12468292
2011,4860,4,12468292
2012,4860,17,12468292
2013,4860,6,12468292
2014,4860,2,12468292
2016,4860,5,12468292
1992,4860,9,12468294
1993,4860,9,12468294
1994,4860,5,12468294
1995,4860,4,12468294
1997,4860,16,12468294
2004,4860,12,12468294
2005,4860,14,12468294
2006,4860,17,12468294
2007,4860,16,12468294
2008,4860,9,12468294
2010,4860,27,12468294
2011,4860,11,12468294
2014,4860,20,12468294
1992,4860,13,12468295
1994,4860,27,12468295
1996,4860,9,12468296
1997,4860,28,12468296
1998,4860,15,12468296
1999,4860,16,12468296
2001,4860,2,12468296
2002,4860,5,12468296
2003,4860,2,12468296
2004,4860,4,12468296
2005,4860,7,12468296
2006,4860,2,12468296
2007,4860,3,12468296
2009,4860,9,12468296
2010,4860,26,12468296
2011,4860,15,12468296
2012,4860,10,12468296
2013,4860,12,12468296
2014,4860,3,12468296
2015,4860,9,12468296
2016,4860,25,12468296
1987,4860,2,12468297
1988,4860,4,12468297
1989,4860,2,12468297
1990,4860,1,12468297
1991,4860,6,12468297
1992,4860,4,12468297
1993,4860,4,12468297
1995,4860,1,12468297
1996,4860,2,12468297
1997,4860,5,12468297
1999,4860,4,12468297
2000,4860,8,12468297
2002,4860,8,12468297
2003,4860,3,12468297
2004,4860,6,12468297
2005,4860,3,12468297
2006,4860,1,12468297
2007,4860,5,12468297
2008,4860,1,12468297
2009,4860,6,12468297
2013,4860,2,12468297
2014,4860,3,12468297
2016,4860,3,12468297
1994,4860,4,12468298
1995,4860,14,12468298
1996,4860,4,12468298
1997,4860,2,12468298
1998,4860,1,12468298
1999,4860,10,12468298
2000,4860,10,12468298
2001,4860,5,12468298
2002,4860,5,12468298
2003,4860,2,12468298
2004,4860,5,12468298
2005,4860,9,12468298
2006,4860,1,12468298
2007,4860,6,12468298
2008,4860,15,12468298
2009,4860,12,12468298
2011,4860,18,12468298
2016,4860,2,12468298
2013,4860,1,12468299
2014,4860,6,12468299
2016,4860,9,12468304
2013,4860,1,12468306
2016,4860,1,12468306
2004,4860,2,12468312
2005,4860,1,12468312
2006,4860,2,12468312
2007,4860,2,12468312
2009,4860,6,12468312
2010,4860,4,12468312
2011,4860,6,12468312
2012,4860,4,12468312
2013,4860,2,12468312
2014,4860,3,12468312
2015,4860,9,12468312
2016,4860,7,12468312
2011,4860,2,12468313
2012,4860,4,12468313
2016,4860,3,12468313
1997,4860,1,12468314
1999,4860,1,12468314
2010,4860,1,12468314
2011,4860,1,12468314
2013,4860,14,12468314
2014,4860,5,12468314
2015,4860,9,12468314
2016,4860,8,12468314
1999,4860,6,12468316
2002,4860,3,12468316
2006,4860,1,12468316
2007,4860,2,12468316
2009,4860,3,12468316
2010,4860,4,12468316
2007,4860,1,12468319
